timestamp,model,dropout,learning_rate,batch_size,epochs_completed,test_accuracy,tflite_path,f1_AMAN,precision_AMAN,recall_AMAN,f1_WASPADA,precision_WASPADA,recall_WASPADA,f1_BAHAYA,precision_BAHAYA,recall_BAHAYA
2026-05-03T08:40:25.013331,mobilenetv2,0.3,0.0001,32,39,0.750733137829912,backend/models/retak_mobilenetv2.tflite,0.815068493150685,0.8469750889679716,0.7854785478547854,0.5581395348837209,0.4864864864864865,0.6545454545454545,0.7739463601532567,0.7984189723320159,0.7509293680297398
